episode,reward,penalty,net_reward,steps,success,response_time_s,rescued,route_efficiency,hard_violations,wasted_actions,blocked_attempts,failed_actions,mean_risk,disaster,policy_loss,value_loss,entropy,entropy_coef,total_loss
764,66.39,0.0,66.39,9,True,18.0,22,0.857,0,0,0,0,0.0,heavy_rain,,,,,
765,85.25,0.0,85.25,25,True,50.0,39,1.533,0,0,0,0,0.0084,landslide,,,,,
766,82.12,0.0,82.12,10,True,20.0,60,1.111,0,0,0,0,0.3131,heavy_rain,,,,,
767,60.74,0.0,60.74,26,True,52.0,48,1.846,0,0,0,0,0.2561,cyclone,,,,,
768,32.31,0.0,32.31,17,True,34.0,52,1.133,3,0,0,0,0.2351,flood,-0.003629646124318242,1.0590447425842284,1.3139126300811768,0.02,0.499614480137825
769,37.55,0.0,37.55,9,True,18.0,28,0.3,2,0,0,0,0.6671,earthquake,,,,,
770,69.71,0.0,69.71,17,True,34.0,40,1.143,0,0,0,0,0.2551,landslide,,,,,
771,-82.98,0.0,-82.98,100,False,,0,,0,5,0,5,0.0007,landslide,,,,,
772,37.4,0.0,37.4,43,True,86.0,41,4.25,0,0,0,0,0.0908,heavy_rain,,,,,
773,-112.65,0.0,-112.65,46,True,92.0,31,1.824,10,3,0,3,0.3047,tsunami,,,,,
774,57.46,0.0,57.46,28,True,56.0,20,1.714,0,1,0,1,0.0729,traffic_jam,,,,,
775,85.94,0.0,85.94,11,True,22.0,60,0.909,0,0,0,0,0.3203,cyclone,,,,,
776,80.13,0.0,80.13,29,True,58.0,59,1.923,0,0,0,0,0.0,tsunami,-0.0014532840189834435,0.7068731824556986,1.4684516509373984,0.02,0.3226142664750417
777,32.67,0.0,32.67,21,True,42.0,62,1.25,3,0,0,0,0.1108,earthquake,,,,,
778,70.68,0.0,70.68,69,True,138.0,60,3.375,0,0,0,0,0.0,traffic_jam,,,,,
779,67.31,0.0,67.31,55,True,110.0,38,3.538,0,0,0,0,0.0,road_blockage,,,,,
780,75.93,0.0,75.93,18,True,36.0,60,1.286,0,0,0,0,0.4517,earthquake,,,,,
781,76.48,0.0,76.48,19,True,38.0,49,1.286,0,0,0,0,0.1154,tsunami,,,,,
782,82.35,0.0,82.35,18,True,36.0,56,1.417,0,0,0,0,0.0397,road_blockage,,,,,
783,11.04,0.0,11.04,100,True,200.0,62,5.615,0,7,0,7,0.2171,tsunami,,,,,
784,59.64,0.0,59.64,13,True,26.0,43,1.083,1,0,0,0,0.1264,landslide,-0.0034306438426331925,0.9391761898994446,1.4150109052658082,0.02,0.43785722851753234
785,1.49,0.0,1.49,16,True,32.0,48,1.273,4,0,0,0,0.6619,earthquake,,,,,
786,54.19,0.0,54.19,19,True,38.0,68,1.583,1,0,0,0,0.5509,flood,,,,,
787,-102.66,0.0,-102.66,100,False,,0,,2,5,0,5,0.042,landslide,,,,,
788,-492.02,0.0,-492.02,100,False,,0,,23,5,0,5,0.3172,cyclone,,,,,
789,65.62,0.0,65.62,26,True,52.0,40,2.0,0,0,0,0,0.0019,landslide,,,,,
790,27.03,0.0,27.03,23,True,46.0,58,0.733,3,0,0,0,0.2951,combined,,,,,
791,-57.77,0.0,-57.77,100,False,,0,,0,0,0,0,0.0149,landslide,,,,,
792,65.11,0.0,65.11,19,True,38.0,33,1.2,0,0,0,0,0.3561,wildfire,-0.002472912578377873,0.4914014756679535,1.3501141905784606,0.02,0.21622554138302802
793,-498.02,0.0,-498.02,72,True,144.0,26,5.25,31,1,0,1,0.4847,wildfire,,,,,
794,54.24,0.0,54.24,39,True,78.0,57,3.5,0,0,0,0,0.0,traffic_jam,,,,,
795,76.49,0.0,76.49,26,True,52.0,79,1.769,0,0,0,0,0.1035,heavy_rain,,,,,
796,60.57,0.0,60.57,14,True,28.0,23,1.273,0,0,0,0,0.1618,combined,,,,,
797,63.72,0.0,63.72,30,True,60.0,20,2.0,0,0,0,0,0.0,heavy_rain,,,,,
798,-129.21,0.0,-129.21,95,True,190.0,72,6.417,0,2,0,2,0.9068,tsunami,,,,,
799,25.13,0.0,25.13,77,True,154.0,45,4.923,0,0,0,0,0.0835,earthquake,,,,,
800,59.36,0.0,59.36,26,True,52.0,36,1.5,0,0,0,0,0.2123,earthquake,-0.0021211206098087133,0.7576152245203654,1.3200653235117594,0.02,0.35028518438339235
